---------------------------------------------------
Results for slota_madduri_seq on lastfm dataset
Timestamp: Tue May  6 07:20:34 PM IST 2025
---------------------------------------------------
Loading graph from datasets/lastfm.txt...
Initializing graph with 7623 nodes...
Loading edges...
Graph loaded: 7623 nodes, 27806 edges
Clique 71: Size: 4, Nodes: 7599 902 1627 3717 
Clique 72: Size: 4, Nodes: 3449 97 3899 4162 
Clique 73: Size: 4, Nodes: 6390 982 2451 6791 
Clique 74: Size: 4, Nodes: 4336 2904 4746 5578 
Clique 75: Size: 4, Nodes: 2157 749 1918 5908 
Clique 76: Size: 4, Nodes: 4571 722 998 5358 
Clique 77: Size: 4, Nodes: 2390 328 2467 2994 
Clique 78: Size: 4, Nodes: 5871 1055 2662 7214 
Clique 79: Size: 4, Nodes: 6537 878 1296 1406 
Clique 80: Size: 4, Nodes: 5526 540 6170 6414 
Clique 81: Size: 4, Nodes: 6858 1151 1157 4284 
Clique 82: Size: 4, Nodes: 2729 437 1632 7467 
Clique 83: Size: 4, Nodes: 6476 401 3462 4737 
Clique 84: Size: 4, Nodes: 6615 704 3335 6072 
Clique 85: Size: 4, Nodes: 981 976 1465 2754 
Clique 86: Size: 4, Nodes: 3126 640 2327 5754 
Clique 87: Size: 4, Nodes: 4146 526 1118 5191 
Clique 88: Size: 4, Nodes: 5861 13 2154 6437 
Clique 89: Size: 4, Nodes: 2185 202 228 4537 
Clique 90: Size: 4, Nodes: 3135 593 3074 6003 
Clique 91: Size: 4, Nodes: 7489 1126 3707 3877 
Clique 92: Size: 4, Nodes: 1748 406 504 764 
Clique 93: Size: 4, Nodes: 2804 373 1286 5910 
Clique 94: Size: 4, Nodes: 565 481 4915 6440 
Clique 95: Size: 4, Nodes: 6910 839 4446 6810 
Clique 96: Size: 4, Nodes: 7082 4150 6444 6882 
Clique 97: Size: 4, Nodes: 3904 873 3670 6764 
Clique 98: Size: 4, Nodes: 1270 797 4613 7497 
Clique 99: Size: 4, Nodes: 7089 1710 4037 5209 
Clique 100: Size: 4, Nodes: 7600 518 4097 5656 
... (showing only 100 out of 4743 cliques)
Total execution time: 1.00037 seconds
