---------------------------------------------------
Results for bin/slota_madduri_par on slashdot dataset with 8 threads
Timestamp: 
---------------------------------------------------
Loading graph from datasets/slashdot.txt...
Initializing graph with 82167 nodes...
Loading edges...
Graph loaded: 82167 nodes, 948464 edges
Clique 40: Size: 5, Nodes: 13837 25250 63138 63142 63143 
Clique 41: Size: 5, Nodes: 57400 65006 79726 79727 79728 
Clique 42: Size: 5, Nodes: 60916 69793 80168 80169 80171 
Clique 43: Size: 5, Nodes: 20357 3773 11845 39789 39796 
Clique 44: Size: 5, Nodes: 32271 21019 24268 69431 69432 
Clique 45: Size: 5, Nodes: 5335 1517 1527 8066 10015 
Clique 46: Size: 5, Nodes: 3766 77 8728 8730 8736 
Clique 47: Size: 5, Nodes: 82049 64664 80556 80558 80560 
Clique 48: Size: 5, Nodes: 32712 12751 31590 42931 48715 
Clique 49: Size: 5, Nodes: 5341 1485 5759 13797 26054 
Clique 50: Size: 5, Nodes: 41807 46786 50665 77120 77124 
Clique 51: Size: 5, Nodes: 1834 58 187 2508 5402 
Clique 52: Size: 5, Nodes: 5924 155 1228 2616 66737 
Clique 53: Size: 5, Nodes: 2607 109 2378 2825 31361 
Clique 54: Size: 5, Nodes: 1644 334 1558 5132 5138 
Clique 55: Size: 5, Nodes: 42445 30282 70009 73811 73812 
Clique 56: Size: 5, Nodes: 36793 65880 75876 75878 75879 
Clique 57: Size: 4, Nodes: 50242 50241 50243 74915 
Clique 58: Size: 4, Nodes: 2898 2254 3485 30737 
Clique 59: Size: 4, Nodes: 2737 1725 5925 17030 
Clique 60: Size: 4, Nodes: 12254 2143 5912 8191 
Clique 61: Size: 4, Nodes: 47447 78287 78289 78291 
Clique 62: Size: 4, Nodes: 6503 1068 6484 8300 
Clique 63: Size: 4, Nodes: 2827 48 61 140 
Clique 64: Size: 4, Nodes: 8959 58 1395 8890 
Clique 65: Size: 4, Nodes: 6090 130 2942 6220 
Clique 66: Size: 4, Nodes: 13346 2627 10281 12024 
Clique 67: Size: 4, Nodes: 10900 5008 11900 13783 
Clique 68: Size: 4, Nodes: 2518 452 1373 1879 
Clique 69: Size: 4, Nodes: 2540 642 1970 5136 
Clique 70: Size: 4, Nodes: 8858 898 7863 10275 
Clique 71: Size: 4, Nodes: 24163 14934 64247 64248 
Clique 72: Size: 4, Nodes: 26000 13017 61960 61961 
Clique 73: Size: 4, Nodes: 20711 18241 21599 33439 
Clique 74: Size: 4, Nodes: 2879 21 206 5991 
Clique 75: Size: 4, Nodes: 15402 14789 17923 49042 
Clique 76: Size: 4, Nodes: 16895 13992 16897 63358 
Clique 77: Size: 4, Nodes: 14013 14064 42468 63380 
Clique 78: Size: 4, Nodes: 37972 13817 63116 63117 
Clique 79: Size: 4, Nodes: 17858 423 17850 17855 
Clique 80: Size: 4, Nodes: 74998 33760 74999 82129 
Clique 81: Size: 4, Nodes: 17406 34130 75127 75128 
Clique 82: Size: 4, Nodes: 33467 29212 33466 33468 
Clique 83: Size: 4, Nodes: 31914 18332 31916 59787 
Clique 84: Size: 4, Nodes: 49923 39781 74772 74773 
Clique 85: Size: 4, Nodes: 22423 70291 70292 70293 
Clique 86: Size: 4, Nodes: 22918 22961 22977 22978 
Clique 87: Size: 4, Nodes: 77627 77625 77626 77628 
Clique 88: Size: 4, Nodes: 1282 182 5122 8080 
Clique 89: Size: 4, Nodes: 5512 10 600 5211 
Clique 90: Size: 4, Nodes: 216 25 266 2503 
Clique 91: Size: 4, Nodes: 4798 58 1438 8897 
Clique 92: Size: 4, Nodes: 4920 420 2522 6157 
Clique 93: Size: 4, Nodes: 6140 245 2158 10632 
Clique 94: Size: 4, Nodes: 5721 73 6488 6493 
Clique 95: Size: 4, Nodes: 5229 1098 8737 8738 
Clique 96: Size: 4, Nodes: 4420 2536 5311 8359 
Clique 97: Size: 4, Nodes: 8079 687 20073 20074 
Clique 98: Size: 4, Nodes: 18176 5602 21600 35349 
Clique 99: Size: 4, Nodes: 22925 9552 56543 56546 
Clique 100: Size: 4, Nodes: 17266 13504 25452 51933 
... (showing only 100 out of 62471 cliques)
Total execution time: 78.72541 seconds
