---------------------------------------------------
Results for bin/slota_madduri_par on congress dataset with 8 threads
Timestamp: 
---------------------------------------------------
Loading graph from datasets/congress.txt...
Initializing graph with 474 nodes...
Loading edges...
Graph loaded: 474 nodes, 13289 edges
Clique 80: Size: 3, Nodes: 282 132 150 
Clique 81: Size: 3, Nodes: 409 181 361 
Clique 82: Size: 3, Nodes: 275 97 123 
Clique 83: Size: 3, Nodes: 338 82 140 
Clique 84: Size: 3, Nodes: 449 120 320 
Clique 85: Size: 3, Nodes: 435 55 78 
Clique 86: Size: 3, Nodes: 416 27 101 
Clique 87: Size: 3, Nodes: 136 25 198 
Clique 88: Size: 3, Nodes: 292 166 290 
Clique 89: Size: 3, Nodes: 244 42 405 
Clique 90: Size: 3, Nodes: 317 43 436 
Clique 91: Size: 3, Nodes: 459 137 176 
Clique 92: Size: 3, Nodes: 346 273 431 
Clique 93: Size: 3, Nodes: 258 216 231 
Clique 94: Size: 3, Nodes: 295 4 76 
Clique 95: Size: 3, Nodes: 434 64 201 
Clique 96: Size: 3, Nodes: 427 25 170 
Clique 97: Size: 3, Nodes: 142 85 245 
Clique 98: Size: 3, Nodes: 147 12 34 
Clique 99: Size: 3, Nodes: 211 137 401 
Clique 100: Size: 3, Nodes: 463 32 210 
... (showing only 100 out of 202 cliques)
Total execution time: 0.02578 seconds
